sold_date,address,street_number,rooms,living_area_m2,final_price_kr,asking_price_kr,kr_per_m2,monthly_fee_kr,price_change_pct,broker_agency,listing_id,hemnet_url
2022-03-29,Myggdalsvägen 78,78,4.0,88.5,3525000,2495000,39831,5388,0.41,SkandiaMäklarna Tyresö/Älta,18430785,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-78-8398748827222060127
2022-03-23,Myggdalsvägen 16,16,4.0,90.0,3220000,2795000,35778,5754,0.15,SkandiaMäklarna Tyresö/Älta,18408458,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-16-6191403537891334786
2022-03-06,Myggdalsvägen 108,108,2.0,74.0,2400000,2100000,32432,4535,0.14,Svensk Fastighetsförmedling Tyresö,18355221,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-108-6810665980084897500
2022-01-27,Myggdalsvägen 108,108,2.0,74.0,2600000,2395000,35135,4535,0.09,Svensk Fastighetsförmedling Tyresö,18210476,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-108-3259961238738048198
2022-01-26,"Myggdalsvägen 50, 5 tr",50,4.0,92.0,2765000,2450000,30054,6127,0.13,Södermäklarna,18208735,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-50,-5-tr-4166169501881208964"
2022-01-20,Myggdalsvägen 18,18,3.0,90.0,3150000,2795000,35000,5820,0.13,Svensk Fastighetsförmedling Tyresö,18193081,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-tyreso-kommun-myggdalsvagen-18-1306402003249997971
2022-01-18,Myggdalsvägen 102,102,2.0,49.5,1925000,1750000,38889,3054,0.1,Svensk Fastighetsförmedling Tyresö,18193139,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-102-1400703665335237788
2021-12-01,Myggdalsvägen 104,104,2.0,49.5,2050000,1950000,41414,3077,0.05,Svensk Fastighetsförmedling Tyresö,17990316,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-1506293
2021-11-12,Myggdalsvägen 110  1tr,110,2.0,49.5,1995000,1995000,40303,2787,0.0,HusmanHagberg Tyresö/Älta,18032117,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-110-1tr-1495812
2021-11-12,Myggdalsvägen 72,72,3.0,85.5,2550000,2350000,29825,5057,0.09,Svensk Fastighetsförmedling Tyresö,18023078,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-tyreso-kommun-myggdalsvagen-72-1495697
2021-10-30,Myggdalsvägen 84,84,3.0,82.5,2730000,2495000,33091,4882,0.09,LF Fastighetsförmedling Tyresö,17979249,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-84-1488440
2021-10-15,Myggdalsvägen 24,24,4.0,94.0,2870000,2495000,30532,5897,0.15,Fastighetsbyrån Tyresö,17936198,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-24-1478794
2021-10-15,Myggdalsvägen 34,34,4.0,88.5,2850000,2675000,32203,5566,0.07,Svensk Fastighetsförmedling Tyresö,17930116,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-34-1478599
2021-10-14,"Myggdalsvägen 64, HÖGST UPP",64,4.0,90.0,3340000,2695000,37111,5552,0.24,SkandiaMäklarna Tyresö/Älta,17946376,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-64,-hogst-upp-1477116"
2021-09-28,Myggdalsvägen 76,76,3.0,85.5,2700000,2495000,31579,5057,0.08,SkandiaMäklarna Tyresö/Älta,17909600,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-76-1466386
2021-09-20,Myggdalsvägen 64,64,2.0,45.0,2000000,1875000,44444,2783,0.07,BOSTHLM Årsta,17489899,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-64-1461119
2021-06-30,Myggdalsvägen 6,6,2.0,74.0,2700000,2395000,36486,4319,0.13,Svensk Fastighetsförmedling Tyresö,17679495,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-6-1416969
2021-06-30,Myggdalsvägen 100,100,2.0,49.5,1900000,1950000,38384,2931,-0.03,SkandiaMäklarna Tyresö/Älta,17453731,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100-1416898
2021-05-21,Myggdalsvägen 64,64,4.0,90.0,2850000,2495000,31667,5639,0.14,SkandiaMäklarna Tyresö/Älta,17548216,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-64-1389548
2021-05-10,Myggdalsvägen 108,108,2.0,74.0,2200000,2095000,29730,4063,0.05,SkandiaMäklarna Tyresö/Älta,17474863,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-108-1381505
2021-05-02,Myggdalsvägen 82,82,4.0,94.5,2700000,2595000,28571,5632,0.04,Svensk Fastighetsförmedling Tyresö,17427949,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-82-1376812
2021-04-28,Myggdalsvägen 12,12,3.0,90.0,2800000,2495000,31111,5671,0.12,Svensk Fastighetsförmedling Tyresö,17458676,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-tyreso-kommun-myggdalsvagen-12-1373543
2021-04-27,Myggdalsvägen 98,98,4.0,90.0,3000000,2495000,33333,5639,0.2,LF Fastighetsförmedling Tyresö,17428512,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-98-1372681
2021-04-27,Myggdalsvägen 68,68,4.0,88.5,2650000,2495000,29944,5048,0.06,SkandiaMäklarna Tyresö/Älta,16835504,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-68-1372673
2021-04-27,Myggdalsvägen 108,108,2.0,74.0,2330000,2095000,31486,4319,0.11,SkandiaMäklarna Tyresö/Älta,17456336,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108-1372596
2021-04-16,Myggdalsvägen 54,54,3.0,82.5,2550000,2295000,30909,4586,0.11,SkandiaMäklarna Tyresö/Älta,17427892,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-54-1365904
2021-04-11,"Myggdalsvägen 50, 4 tr",50,4.0,93.0,2625000,2495000,28226,5803,0.05,Fastighetsbyrån Tyresö,17335923,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-50,-4-tr-1362037"
2021-04-09,Myggdalsvägen 90,90,4.0,90.0,2850000,2595000,31667,5735,0.1,HusmanHagberg Tyresö/Älta,17225810,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-90-1361314
2021-04-01,"Myggdalsvägen 8, 4 tr",8,2.0,49.5,1860000,1890000,37576,2909,-0.02,Fastighetsbyrån Tyresö,17395656,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-8,-4-tr-1358542"
2021-03-16,Myggdalsvägen 86,86,4.0,88.5,2625000,2495000,29661,5301,0.05,HusmanHagberg Tyresö/Älta,17319217,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-86-1347346
2021-03-05,"Myggdalsvägen 122, BV",122,4.0,88.5,3300000,3300000,37288,5259,0.0,SkandiaMäklarna Tyresö/Älta,17337337,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-122,-bv-1341403"
2021-02-18,Myggdalsvägen 28,28,3.0,88.5,2900000,2500000,32768,5428,0.16,Svensk Fastighetsförmedling Tyresö,17291835,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28-1333019
2021-02-16,Myggdalsvägen 28,28,4.0,88.5,3400000,2595000,38418,5131,0.31,SkandiaMäklarna Tyresö/Älta,17259555,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28-1331705
2021-02-12,Myggdalsvägen 120,120,4.0,88.5,2750000,2395000,31073,5428,0.15,SkandiaMäklarna Tyresö/Älta,17246275,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-120-1329715
2021-01-21,Myggdalsvägen 96,96,3.0,92.0,2395000,2395000,26033,5611,0.0,HusmanHagberg Tyresö/Älta,17104403,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-96-1317917
2020-12-29,Myggdalsvägen 110,110,2.0,49.5,1950000,1950000,39394,2931,0.0,SkandiaMäklarna Tyresö/Älta,16884931,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-110-1310024
2020-11-30,Myggdalsvägen 68,68,4.0,88.5,2500000,2395000,28249,5259,0.04,SkandiaMäklarna Tyresö/Älta,17129914,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-68-1297552
2020-11-30,"Myggdalsvägen 98, 5tr",98,4.0,92.0,2350000,2395000,25543,5835,-0.02,HusmanHagberg Tyresö/Älta,17087819,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-98,-5tr-1297335"
2020-11-25,Myggdalsvägen 36,36,2.0,77.5,1995000,2195000,25742,4267,-0.09,Svensk Fastighetsförmedling Tyresö,17065163,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-36-1295064
2020-11-12,"Myggdalsvägen 20, Högst upp!",20,3.0,90.0,2560000,2195000,28444,5288,0.17,Bjurfors Haninge,17093136,"https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-20,-hogst-upp-1287639"
2020-10-28,"Myggdalsvägen 92, vån. 1",92,4.0,90.0,2385000,2375000,26500,5415,0.0,HusmanHagberg Tyresö/Älta,17066653,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-92,-van,-1-1279465"
2020-10-26,"Myggdalsvägen 10, 5 tr",10,2.0,49.5,1795000,1795000,36263,2738,0.0,Fastighetsbyrån Tyresö,17018181,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-10,-5-tr-1277556"
2020-10-13,Myggdalsvägen 46,46,4.0,90.0,2875000,2495000,31944,5767,0.15,LF Fastighetsförmedling Tyresö,17054970,https://www.hemnet.se/salda/lagenhet-4rum-bollmora-tyreso-kommun-myggdalsvagen-46-1269472
2020-10-12,Myggdalsvägen 72,72,4.0,94.0,2800000,2495000,29787,5616,0.12,Bjurfors Tyresö,17048139,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-72-1269497
2020-10-01,Myggdalsvägen 20,20,2.0,45.0,1850000,1900000,41111,2651,-0.03,Notar,16953204,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-20-1262225
2020-09-18,Myggdalsvägen 102,102,2.0,49.5,2000000,1895000,40404,2760,0.06,Fastighetsbyrån Tyresö,16994224,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-102-1254519
2020-09-14,Myggdalsvägen 104,104,2.0,49.5,2000000,1895000,40404,2931,0.06,SkandiaMäklarna Tyresö/Älta,16995980,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-1251662
2020-09-09,Myggdalsvägen 104,104,2.0,74.0,1950000,1995000,26351,4338,-0.02,Fastighetsbyrån Tyresö,16978709,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-1248047
2020-09-09,Myggdalsvägen 98,98,4.0,90.0,2745000,2495000,30500,5480,0.1,SkandiaMäklarna Tyresö/Älta,16993112,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-98-1247511
2020-08-14,Myggdalsvägen 16,16,4.0,92.0,2900000,,31522,5162,,SkandiaMäklarna Tyresö/Älta,16929776,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-16-1234052
2020-08-13,Myggdalsvägen 6,6,2.0,49.5,1800000,1495000,36364,2867,0.2,LF Fastighetsförmedling Tyresö,16953831,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-6-1232533
2020-08-13,"Myggdalsvägen 92, vån. 3",92,4.0,90.0,2650000,2595000,29444,5543,0.02,HusmanHagberg Tyresö/Älta,16656915,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-92,-van,-3-1231126"
2020-07-23,"Myggdalsvägen 46, 6tr",46,3.0,90.0,2295000,2295000,25500,5415,0.0,HusmanHagberg Tyresö/Älta,16936556,"https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-46,-6tr-1222967"
2020-07-09,Myggdalsvägen 22,22,3.0,82.5,2000000,1495000,24242,4487,0.34,HusmanHagberg Tyresö/Älta,16870516,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-22-1217354
2020-07-01,Myggdalsvägen 116,116,2.0,78.0,3100000,2850000,39744,4064,0.09,Svensk Fastighetsförmedling Tyresö,16910189,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-116-1213242
2020-06-04,Myggdalsvägen 76,76,4.0,94.5,2300000,1995000,24339,5243,0.15,HusmanHagberg Tyresö/Älta,16866843,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-76-1197540
2020-05-29,Myggdalsvägen 98,98,4.0,90.0,2500000,2495000,27778,4813,0.0,SkandiaMäklarna Tyresö/Älta,16815884,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-98-1194496
2020-05-14,Myggdalsvägen 10,10,2.0,49.5,2000000,1895000,40404,2730,0.06,SkandiaMäklarna Tyresö/Älta,16831295,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-10-1185587
2020-05-06,Myggdalsvägen 104,104,2.0,74.0,1995000,1995000,26959,4031,0.0,MOHV Tyresö/Haninge,16787136,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-1181017
2020-04-08,Myggdalsvägen 104,104,2.0,74.0,2250000,2400000,30405,4070,-0.06,LF Fastighetsförmedling Tyresö,16756120,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-104-1168194
2020-02-25,Myggdalsvägen 26,26,3.0,88.5,2575000,2575000,29096,5048,0.0,HusmanHagberg Tyresö/Älta,16640775,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-26-1148507
2020-02-17,Myggdalsvägen 6,6,2.0,49.5,2075000,1795000,41919,2690,0.16,SkandiaMäklarna Tyresö/Älta,16580019,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-6-1143508
2020-02-15,Myggdalsvägen 10,10,2.0,49.5,1935000,1935000,39091,2770,0.0,HusmanHagberg Tyresö/Älta,16577319,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-10-1325383
2020-02-13,Myggdalsvägen 64,64,4.0,90.0,2600000,1995000,28889,4813,0.3,HusmanHagberg Tyresö/Älta,16577266,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-64-1142028
2020-02-09,Myggdalsvägen 48,48,4.0,90.0,2925000,2850000,32500,5219,0.03,Svensk Fastighetsförmedling Tyresö,16599196,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-48-1139774
2020-02-07,"Myggdalsvägen 92, BV",92,4.0,90.0,2350000,1995000,26111,4935,0.18,HusmanHagberg Tyresö/Älta,16518616,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-92,-bv-1138941"
2020-02-05,Myggdalsvägen 112,112,3.0,82.5,2520000,2495000,30545,4368,0.01,Svensk Fastighetsförmedling Tyresö,16560576,https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-112-1137685
2020-01-19,Myggdalsvägen 112,112,4.0,94.0,2720000,2495000,28936,5227,0.09,Svensk Fastighetsförmedling Tyresö,16515862,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-112-1129394
2019-12-20,"Myggdalsvägen 90, 4tr",90,4.0,90.0,2800000,2395000,31111,5462,0.17,HusmanHagberg Tyresö/Älta,16458798,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-90,-4tr-1123579"
2019-11-24,Myggdalsvägen 100,100,2.0,49.5,1900000,1995000,38384,2791,-0.05,Fastighetsbyrån Tyresö,16302336,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100-1113626
2019-11-21,"Myggdalsvägen 14, 5 tr",14,4.0,90.0,2540000,2390000,28222,5371,0.06,HusmanHagberg Tyresö/Älta,16413136,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-14,-5-tr-1111747"
2019-11-20,Myggdalsvägen 16,16,4.0,92.0,2900000,2495000,31522,5162,0.16,SkandiaMäklarna Tyresö/Älta,16444607,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-16-1110877
2019-11-08,Myggdalsvägen 116,116,4.0,88.5,2660000,2495000,30056,5048,0.07,Svensk Fastighetsförmedling Tyresö,16418089,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-116-1105613
2019-09-23,"Myggdalsvägen 60, Vån 4",60,4.0,92.0,2995000,2495000,32554,5405,0.2,SkandiaMäklarna Tyresö/Älta,16304932,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-60,-van-4-1079752"
2019-09-22,Myggdalsvägen 92,92,2.0,45.0,1795000,1895000,39889,2646,-0.05,SkandiaMäklarna Tyresö/Älta,16222482,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-92-1078299
2019-09-06,Myggdalsvägen 26,26,3.0,88.5,2650000,2395000,29944,5048,0.11,SkandiaMäklarna Tyresö/Älta,16280000,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-26-1069968
2019-08-20,Myggdalsvägen 42,42,3.0,88.5,2050000,2095000,23164,5009,-0.02,SkandiaMäklarna Tyresö/Älta,16222137,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-42-1058545
2019-08-20,Myggdalsvägen 104,104,5.0,114.5,3120000,2995000,27249,6378,0.04,Svensk Fastighetsförmedling Tyresö,16222124,https://www.hemnet.se/salda/lagenhet-5rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-1058197
2019-08-18,Myggdalsvägen 28,28,3.0,89.0,2750000,2595000,30899,5170,0.06,SkandiaMäklarna Tyresö/Älta,16249793,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28-1057937
2019-08-16,"Myggdalsvägen 86, 1tr",86,3.0,88.5,2450000,2290000,27684,4995,0.07,HusmanHagberg Tyresö/Älta,16217235,"https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-86,-1tr-1056569"
2019-07-29,Myggdalsvägen 60,60,1.0,45.0,1835000,1395000,40778,2646,0.32,Svenska Mäklarhuset Johanneshov,16212908,https://www.hemnet.se/salda/lagenhet-1rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-60-1049108
2019-07-08,Myggdalsvägen 108,108,2.0,49.0,2020000,1995000,41224,2770,0.01,SkandiaMäklarna Tyresö/Älta,16175359,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108-1042604
2019-06-27,myggdalsvägen 114,114,3.0,82.5,2300000,2295000,27879,4275,0.0,Bjurfors Haninge,16139243,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-114-1037557
2019-06-19,Myggdalsvägen 32,32,4.0,88.5,2650000,2495000,29944,4878,0.06,Svensk Fastighetsförmedling Tyresö,16064213,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-32-1032925
2019-06-05,Myggdalsvägen 26,26,4.0,88.5,2800000,2495000,31638,4722,0.12,SkandiaMäklarna Tyresö/Älta,13503156,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-26-1025324
2019-06-04,Myggdalsvägen 100,100,2.0,74.0,2400000,2200000,32432,3935,0.09,Svensk Fastighetsförmedling Tyresö,16110436,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-100-1024143
2019-06-02,Myggdalsvägen 66,66,3.0,88.5,2450000,2375000,27684,4995,0.03,Svensk Fastighetsförmedling Tyresö,16101251,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-66-1023310
2019-05-22,Myggdalsvägen 36,36,4.0,89.0,2600000,2495000,29213,4878,0.04,SkandiaMäklarna Tyresö/Älta,15028475,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-36-1016751
2019-05-15,Myggdalsvägen 74,74,3.0,82.5,2020000,1995000,24485,4336,0.01,Fastighetsbyrån Tyresö,16086259,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-74-1011741
2019-05-15,Myggdalsvägen 12,12,4.0,90.0,2975000,2895000,33056,5100,0.03,SkandiaMäklarna Tyresö/Älta,16087636,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-12-1011920
2019-05-08,Myggdalsvägen 56,56,4.0,94.0,2625000,2375000,27926,5051,0.11,Svensk Fastighetsförmedling Tyresö,16071204,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-56-1001792
2019-05-07,"Myggdalsvägen 80, 1tr",80,3.0,88.5,2650000,2650000,29944,4840,0.0,Fastighetsbyrån Tyresö,16075604,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-80,-1tr-1001396"
2019-05-07,Myggdalsvägen 78,78,3.0,88.5,2350000,,26554,4722,,SkandiaMäklarna Tyresö/Älta,16115235,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-78-1014338
2019-05-03,Myggdalsvägen 100,100,2.0,74.0,2500000,2295000,33784,3895,0.09,Svensk Fastighetsförmedling Tyresö,16064619,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-100-997200
2019-04-09,"Myggdalsvägen 110, 4 tr",110,2.0,49.5,1835000,1695000,37071,2677,0.08,HusmanHagberg Tyresö/Älta,15970239,"https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-110,-4-tr-977762"
2019-04-08,"Myggdalsvägen 12, 2 tr",12,4.0,92.0,3000000,,32609,5105,,HusmanHagberg Tyresö/Älta,15764436,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-12,-2-tr-977763"
2019-03-29,Myggdalsvägen 14,14,4.0,90.0,2925000,2495000,32500,5043,0.17,HusmanHagberg Tyresö/Älta,15718496,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-14-972962
2019-03-07,Myggdalsvägen 70,70,4.0,94.0,2400000,2095000,25532,5051,0.15,SkandiaMäklarna Tyresö/Älta,15818095,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-70-963194
2019-03-06,Myggdalsvägen 94,94,2.0,45.0,1475000,1695000,32778,2556,-0.13,Svensk Fastighetsförmedling Tyresö,15727117,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-94-997748
2019-02-26,Myggdalsvägen 46,46,4.0,90.0,2410000,2150000,26778,5306,0.12,Svensk Fastighetsförmedling Tyresö,15777715,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-46-956125
2019-02-20,Myggdalsvägen 22,22,4.0,94.0,2580000,2295000,27447,5051,0.12,Notar,14020338,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-22-949469
2019-02-19,Myggdalsvägen 112,112,4.0,94.5,2150000,2195000,22751,5183,-0.02,Svensk Fastighetsförmedling Tyresö,15724976,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-112-948826
2019-01-09,Myggdalsvägen 6,6,2.0,49.5,1990000,1795000,40202,2677,0.11,Svensk Fastighetsförmedling Tyresö,15525256,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-6-931915
2019-01-04,Myggdalsvägen 8,8,2.0,49.5,2000000,1850000,40404,2677,0.08,SkandiaMäklarna Tyresö/Älta,15497435,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-8-928747
2018-12-11,Myggdalsvägen 22,22,4.0,94.0,2800000,2495000,29787,5051,0.12,LF Fastighetsförmedling Tyresö,15345135,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-22-922632
2018-11-29,"Myggdalsvägen 100, 5tr",100,2.0,74.0,2000000,2100000,27027,3992,-0.05,HusmanHagberg Tyresö/Älta,15274316,"https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-100,-5tr-918592"
2018-11-15,Myggdalsvägen 28,28,3.0,88.5,2700000,2495000,30508,4995,0.08,Fastighetsbyrån Tyresö,15110055,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28-912128
2018-11-08,Myggdalsvägen 76,76,4.0,94.0,2320000,2495000,24681,5168,-0.07,Mäklarhuset Enskede,14868415,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-76-909775
