Not 14 Skulder till kreditinstitut,Stadshypotek 0.959% 2019-01-29,,15000000,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,5769010,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,9522878,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,7162535,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.439% 2026-10-30,,3540391,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,9270240,
Not 14 Skulder till kreditinstitut,Stadshypotek 2.639% 2026-12-01,,4352000,
Not 14 Skulder till kreditinstitut,Summa,,151401572,
Not 14 Skulder till kreditinstitut,Långfristiga exkl kortfristig,,148244248,
Not 14 Skulder till kreditinstitut,Nästa års amortering,,3157324,

Not 15 Skulder till kreditinstitut kortfristig,Kortfristig del av långfristig skuld,,3157324,3157324

Not 16 Övriga skulder,Momsskuld,,4712,14173
Not 16 Övriga skulder,Övriga kortfristiga skulder,,7118,20148
Not 16 Övriga skulder,Summa,,11830,34321

Not 17 Upplupna kostnader,Upplupna räntekostnader,,218358,135082
Not 17 Upplupna kostnader,Förutbetalda hyror och avgifter,,2833719,2867397
Not 17 Upplupna kostnader,Övriga upplupna kostnader,,2209449,1387454
Not 17 Upplupna kostnader,Summa,,5261526,4389933
