Not 3 Drift och underhåll,Förvaltningsarvoden,,1130870,1076389
Not 3 Drift och underhåll,Övriga driftkostnader,,124651,140707
Not 3 Drift och underhåll,Summa,,21778133,23110580

Not 4 Övriga externa kostnader,Bevakningskostnader,,96518,82658
Not 4 Övriga externa kostnader,Hyror och arrenden,,4574,4484
Not 4 Övriga externa kostnader,Förbrukningsinventarier och varuinköp,,115475,125928
Not 4 Övriga externa kostnader,Administrationskostnader,,225359,190062
Not 4 Övriga externa kostnader,Extern revision,,47500,37500
Not 4 Övriga externa kostnader,Konsultkostnader,,51523,110203
Not 4 Övriga externa kostnader,Medlemsavgifter,,105575,96268
Not 4 Övriga externa kostnader,Övriga externa kostnader juristarvode,,1126426,0
Not 4 Övriga externa kostnader,Summa,,1772950,647103

Not 5 Personalkostnader och arvoden,Arvode styrelse,,577987,642688
Not 5 Personalkostnader och arvoden,Revisionsarvode,,9297,8929
Not 5 Personalkostnader och arvoden,Övriga arvoden,,30548,19985
Not 5 Personalkostnader och arvoden,Löner och övriga ersättningar,,21879,0
Not 5 Personalkostnader och arvoden,Sociala avgifter,,149303,158028
Not 5 Personalkostnader och arvoden,Övriga personalkostnader,,22877,37980
Not 5 Personalkostnader och arvoden,Summa,,811891,867610

Not 6 Ränteintäkter,Ränteintäkter avräkningskonto HSB Stockholm,,9845,7664
Not 6 Ränteintäkter,Ränteintäkter HSB placeringskonto,,5,5
Not 6 Ränteintäkter,Övriga ränteintäkter,,3621,6898
Not 6 Ränteintäkter,Summa,,13471,14567

Not 7 Räntekostnader,Räntekostnader långfristiga skulder,,2876953,2778320
Not 7 Räntekostnader,Övriga räntekostnader,,749,1247
Not 7 Räntekostnader,Summa,,2877702,2779567

Not 8 Byggnader och mark,Anskaffningsvärde byggnader,,293004054,260241466
Not 8 Byggnader och mark,Anskaffningsvärde mark,,1894525,1894525
Not 8 Byggnader och mark,Omklassificering från pågående nyanläggningar,,23414992,32762588
Not 8 Byggnader och mark,Utgående ackumulerade anskaffningsvärden,,318313571,294898579
Not 8 Byggnader och mark,Ingående avskrivningar,,-102194599,-97972610
Not 8 Byggnader och mark,Årets avskrivningar,,-5509354,-4221989
Not 8 Byggnader och mark,Utgående ackumulerade avskrivningar,,-107703953,-102194599
Not 8 Byggnader och mark,Utgående bokfört värde,,210609618,192703980
Not 8 Byggnader och mark,Taxeringsvärde byggnad bostäder,,406000000,406000000
Not 8 Byggnader och mark,Taxeringsvärde byggnad lokaler,,11600000,11600000
Not 8 Byggnader och mark,Taxeringsvärde mark bostäder,,165000000,165000000
Not 8 Byggnader och mark,Taxeringsvärde mark lokaler,,7000000,7000000
Not 8 Byggnader och mark,Summa taxeringsvärde,,589600000,589600000

Not 9 Inventarier och maskiner,Ingående anskaffningsvärde,,4408995,4408995
Not 9 Inventarier och maskiner,Utgående ackumulerade anskaffningsvärden,,4408995,4408995
Not 9 Inventarier och maskiner,Ingående avskrivningar,,-1425902,-1250426
Not 9 Inventarier och maskiner,Årets avskrivningar,,-175476,-175476
Not 9 Inventarier och maskiner,Utgående ackumulerade avskrivningar,,-1601378,-1425902
Not 9 Inventarier och maskiner,Bokfört värde,,2807617,2983093

Not 10 Pågående nyanläggningar,Ingående anskaffningsvärde,,22612654,30031143
Not 10 Pågående nyanläggningar,Årets investeringar,,12704619,25344100
Not 10 Pågående nyanläggningar,Omklassificering till byggnad,,-23414992,-32762588
Not 10 Pågående nyanläggningar,Utgående ackumulerade anskaffningsvärden,,11902282,22612654

Not 11 Andra långfristiga värdepappersinnehav,Ingående anskaffningsvärde,,500,500
Not 11 Andra långfristiga värdepappersinnehav,Utgående ackumulerade anskaffningsvärden,,500,500
Not 11 Andra långfristiga värdepappersinnehav,Andel i HSB Stockholm,,500,500

Not 12 Övriga kortfristiga fordringar,Skattekonto,,3970,4106
Not 12 Övriga kortfristiga fordringar,Skattefordran,,125130,113549
Not 12 Övriga kortfristiga fordringar,Summa,,129100,117655

Not 13 Förutbetalda kostnader,Förutbetalda kostnader,,1367696,1126519
Not 13 Förutbetalda kostnader,Upplupna intäkter,,58428,89688
Not 13 Förutbetalda kostnader,Summa,,1426124,1216207

Not 14 Kassa och bank,Nordea plusgiro,,226313,159600
Not 14 Kassa och bank,Summa,,226313,159600

Not 15 Skulder till kreditinstitut,Stadshypotek 0.86% 2024-12-30,,15000000,
Not 15 Skulder till kreditinstitut,Stadshypotek 0.69% 2024-12-30,,25000000,
Not 15 Skulder till kreditinstitut,Stadshypotek 0.86% 2024-12-30,,5000000,
Not 15 Skulder till kreditinstitut,Stadshypotek 0.69% 2023-04-30,,15000000,
Not 15 Skulder till kreditinstitut,Stadshypotek 0.51% 2021-07-30,,5700000,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.70% 2024-12-01,,10665600,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.70% 2024-12-01,,8308800,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.70% 2024-12-01,,8465614,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.63% 2024-12-30,,13102426,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.73% 2025-10-30,,15328366,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.26% 2026-09-30,,5644610,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.26% 2026-09-30,,9317534,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.26% 2026-09-30,,7008087,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.43% 2026-10-30,,3378543,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.26% 2026-09-30,,9070344,
Not 15 Skulder till kreditinstitut,Stadshypotek 2.63% 2026-12-01,,4152000,
Not 15 Skulder till kreditinstitut,Summa långfristiga,,160141924,
Not 15 Skulder till kreditinstitut,Nästa års amortering,,3157324,

