Not 16 Skulder till kreditinstitut,Stadshypotek 2.709% 2024-12-01,,9485614,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.639% 2024-12-30,,13707426,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.739% 2025-10-30,,18961434,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,5831210,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.262% 2026-09-30,,9625550,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,7239759,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.439% 2026-10-30,,3621315,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.269% 2026-09-30,,9370188,
Not 16 Skulder till kreditinstitut,Stadshypotek 2.639% 2026-12-01,,4452000,
Not 16 Skulder till kreditinstitut,Summa,,119108896,
Not 16 Skulder till kreditinstitut,Långfristiga exkl kortfristig,,115951572,
Not 16 Skulder till kreditinstitut,Nästa års amortering,,3157324,

Not 17 Skulder till kreditinstitut kortfristig,Kortfristig del av långfristig skuld,,3157324,3157324

Not 18 Övriga skulder,Momsskuld,,14173,8024
Not 18 Övriga skulder,Övriga kortfristiga skulder,,20148,520
Not 18 Övriga skulder,Summa,,34321,8544

Not 19 Upplupna kostnader,Upplupna räntekostnader,,135082,140933
Not 19 Upplupna kostnader,Förutbetalda hyror och avgifter,,2867397,2966886
Not 19 Upplupna kostnader,Övriga upplupna kostnader,,1387454,1190333
Not 19 Upplupna kostnader,Summa,,4389933,4298152
